Ano;Cód Area;Área;Cód. IES;Nome da IES;Cod. Município;Nome do Município;UF do Curso;Inscritos;Participantes;Nota Bruta - FG;Nota Padronizada - FG;Nota Bruta - CE;Nota Padronizada - CE;Nota Bruta - Geral;Nota Padronizada - Geral;Conceito Enade (Contínuo);Conceito Enade (Faixa);Observação
2014;2001;PEDAGOGIA (LICENCIATURA);47;UNIVERSIDADE ESTADUAL DE GOIÁS;5218508;QUIRINOPOLIS;GO;30;29;"51,6";"2,9";"45,2";2;"46,8";"2,3";"2,246";3;
2014;2001;PEDAGOGIA (LICENCIATURA);47;UNIVERSIDADE ESTADUAL DE GOIÁS;5220108;SAO LUIS DE MONTES BELOS;GO;30;30;50;"2,6";"52,3";3;"51,7";3;"2,911";3;
2014;2001;PEDAGOGIA (LICENCIATURA);47;UNIVERSIDADE ESTADUAL DE GOIÁS;5220207;SAO MIGUEL DO ARAGUAIA;GO;21;21;"47,9";"2,3";"36,1";"0,8";"39,1";"1,2";"1,17";2;
2014;2001;PEDAGOGIA (LICENCIATURA);47;UNIVERSIDADE ESTADUAL DE GOIÁS;5221601;URUACU;GO;44;44;"51,8";"2,9";"43,8";"1,8";"45,8";"2,2";"2,104";3;
2014;2001;PEDAGOGIA (LICENCIATURA);54;UNIVERSIDADE ESTADUAL DE CAMPINAS;3509502;CAMPINAS;SP;91;87;"30,6";0;"30,3";0;"30,4";0;0;1;
2014;2001;PEDAGOGIA (LICENCIATURA);56;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO;3503208;ARARAQUARA;SP;94;80;"58,1";"3,8";"55,4";"3,4";"56,1";"3,6";"3,543";4;
2014;2001;PEDAGOGIA (LICENCIATURA);56;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO;3506003;BAURU;SP;61;51;"59,1";4;"59,4";4;"59,3";"4,1";"3,988";5;
2014;2001;PEDAGOGIA (LICENCIATURA);56;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO;3529005;MARILIA;SP;136;0;;;;;;;;SC;
2014;2001;PEDAGOGIA (LICENCIATURA);56;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO;3541406;PRESIDENTE PRUDENTE;SP;113;105;"55,5";"3,4";"57,3";"3,7";"56,9";"3,7";"3,64";4;
2014;2001;PEDAGOGIA (LICENCIATURA);56;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO;3543907;RIO CLARO;SP;81;62;49;"2,5";"49,6";"2,6";"49,4";"2,7";"2,595";3;
2014;2001;PEDAGOGIA (LICENCIATURA);56;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO;3549805;SAO JOSE DO RIO PRETO;SP;62;56;"65,5";5;"66,8";5;"66,5";5;"4,992";5;
2014;2001;PEDAGOGIA (LICENCIATURA);57;UNIVERSIDADE ESTADUAL DE MARINGÁ;4105508;CIANORTE;PR;36;29;"57,4";"3,7";56;"3,5";"56,4";"3,7";"3,574";4;
2014;2001;PEDAGOGIA (LICENCIATURA);57;UNIVERSIDADE ESTADUAL DE MARINGÁ;4115200;MARINGA;PR;883;755;"50,6";"2,7";"47,9";"2,4";"48,6";"2,6";"2,486";3;
2014;2001;PEDAGOGIA (LICENCIATURA);68;FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE PENÁPOLIS;3537305;PENAPOLIS;SP;29;27;50;"2,6";"47,5";"2,4";"48,1";"2,5";"2,415";3;
2014;2001;PEDAGOGIA (LICENCIATURA);71;UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE;2400208;ACU;RN;106;104;"39,4";1;39;"1,2";"39,1";"1,2";"1,143";2;
2014;2001;PEDAGOGIA (LICENCIATURA);71;UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE;2402303;CARAUBAS;RN;38;34;"50,4";"2,7";"44,3";"1,9";"45,8";"2,2";"2,101";3;
2014;2001;PEDAGOGIA (LICENCIATURA);71;UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE;2408003;MOSSORO;RN;145;129;"48,8";"2,4";"45,7";"2,1";"46,5";"2,3";"2,194";3;
2014;2001;PEDAGOGIA (LICENCIATURA);71;UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE;2409308;PATU;RN;31;30;"58,2";"3,9";"53,4";"3,2";"54,6";"3,4";"3,337";4;
2014;2001;PEDAGOGIA (LICENCIATURA);71;UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE;2409407;PAU DO FERROS;RN;35;33;"52,3";3;"59,2";4;"57,5";"3,8";"3,708";4;
2014;2001;PEDAGOGIA (LICENCIATURA);72;FACULDADE DE FORMAÇÃO DE PROFESSORES DA MATA SUL;2610004;PALMARES;PE;38;38;"45,6";"1,9";"42,3";"1,6";"43,1";"1,8";"1,717";2;
2014;2001;PEDAGOGIA (LICENCIATURA);74;FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE SÃO JOSÉ DO RIO PARDO;3549706;SAO JOSE DO RIO PARDO;SP;15;15;46;2;"39,8";"1,3";"41,3";"1,5";"1,474";2;
2014;2001;PEDAGOGIA (LICENCIATURA);76;UNIVERSIDADE REGIONAL DE BLUMENAU;4202404;BLUMENAU;SC;23;23;43;"1,5";"51,5";"2,9";"49,4";"2,7";"2,568";3;
2014;2001;PEDAGOGIA (LICENCIATURA);78;FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE ALEGRE;3200201;ALEGRE;ES;18;18;"45,7";2;42;"1,6";43;"1,8";"1,694";2;
2014;2001;PEDAGOGIA (LICENCIATURA);79;INSTITUTO MUNICIPAL DE ENSINO SUPERIOR DE CATANDUVA;3511102;CATANDUVA;SP;46;45;"50,6";"2,7";"42,5";"1,7";"44,5";2;"1,93";2;
2014;2001;PEDAGOGIA (LICENCIATURA);80;CENTRO UNIVERSITÁRIO PARA O DESENVOLVIMENTO DO ALTO VALE DO ITAJAÍ;4214003;PRESIDENTE GETULIO;SC;12;12;"52,2";"2,9";"50,7";"2,8";"51,1";"2,9";"2,834";3;
2014;2001;PEDAGOGIA (LICENCIATURA);81;UNIVERSIDADE DA REGIÃO DE JOINVILLE;4209102;JOINVILLE;SC;21;20;"51,7";"2,9";"53,1";"3,1";"52,8";"3,1";"3,059";4;
2014;2001;PEDAGOGIA (LICENCIATURA);82;UNIVERSIDADE DO OESTE DE SANTA CATARINA;4203907;CAPINZAL;SC;41;41;53;"3,1";"49,1";"2,6";"50,1";"2,8";"2,704";3;
2014;2001;PEDAGOGIA (LICENCIATURA);82;UNIVERSIDADE DO OESTE DE SANTA CATARINA;4209003;JOACABA;SC;50;47;"50,6";"2,7";"48,2";"2,5";"48,9";"2,6";"2,52";3;
2014;2001;PEDAGOGIA (LICENCIATURA);82;UNIVERSIDADE DO OESTE DE SANTA CATARINA;4210506;MARAVILHA;SC;36;35;"51,5";"2,8";"55,9";"3,5";"54,8";"3,4";"3,339";4;
2014;2001;PEDAGOGIA (LICENCIATURA);82;UNIVERSIDADE DO OESTE DE SANTA CATARINA;4217204;SAO MIGUEL D´OESTE;SC;1;1;;;;;;;;SC;
2014;2001;PEDAGOGIA (LICENCIATURA);82;UNIVERSIDADE DO OESTE DE SANTA CATARINA;4219309;VIDEIRA;SC;18;18;"60,5";"4,2";"57,9";"3,8";"58,6";4;"3,888";4;
2014;2001;PEDAGOGIA (LICENCIATURA);83;UNIVERSIDADE DO VALE DO ITAJAÍ;4208203;ITAJAI;SC;133;125;"52,1";"2,9";"49,1";"2,6";"49,9";"2,7";"2,667";3;
2014;2001;PEDAGOGIA (LICENCIATURA);84;FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE MACAÉ;3302403;MACAE;RJ;37;34;56;"3,5";"54,3";"3,3";"54,7";"3,4";"3,348";4;
2014;2001;PEDAGOGIA (LICENCIATURA);95;UNIVERSIDADE ESTADUAL DO VALE DO ACARAÚ;2312908;SOBRAL;CE;168;139;"53,2";"3,1";"45,4";"2,1";"47,4";"2,4";"2,326";3;
2014;2001;PEDAGOGIA (LICENCIATURA);107;UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI;3162500;SAO JOAO DEL REI;MG;43;39;"60,4";"4,2";"62,4";"4,4";"61,9";"4,4";"4,347";5;
2014;2001;PEDAGOGIA (LICENCIATURA);109;FACULDADES INTEGRADAS RUI BARBOSA;3502101;ANDRADINA;SP;16;14;"45,5";"1,9";"44,2";"1,9";"44,5";2;"1,91";2;
2014;2001;PEDAGOGIA (LICENCIATURA);124;CENTRO UNIVERSITÁRIO DE ARARAQUARA;3503208;ARARAQUARA;SP;44;41;"45,7";2;42;"1,6";"42,9";"1,8";"1,689";2;
2014;2001;PEDAGOGIA (LICENCIATURA);125;CENTRO UNIVERSITÁRIO DE ARARAS -  DR. EDMUNDO ULSON ;3503307;ARARAS;SP;121;59;"50,7";"2,7";"48,4";"2,5";49;"2,6";"2,538";3;
2014;2001;PEDAGOGIA (LICENCIATURA);135;CENTRO UNIVERSITÁRIO CLARETIANO;3505906;BATATAIS;SP;672;575;"52,6";3;"48,5";"2,5";"49,5";"2,7";"2,622";3;
2014;2001;PEDAGOGIA (LICENCIATURA);137;UNIVERSIDADE DO SAGRADO CORAÇÃO;3506003;BAURU;SP;44;40;"50,5";"2,7";"47,5";"2,4";"48,3";"2,5";"2,439";3;
2014;2001;PEDAGOGIA (LICENCIATURA);138;CENTRO UNIVERSITÁRIO BARÃO DE MAUÁ;3543402;RIBEIRAO PRETO;SP;27;26;"53,3";"3,1";50;"2,7";"50,8";"2,9";"2,801";3;
2014;2001;PEDAGOGIA (LICENCIATURA);140;UNIVERSIDADE SEVERINO SOMBRA;3302700;MARICA;RJ;14;14;"60,9";"4,3";"44,3";"1,9";"48,5";"2,5";"2,511";3;
2014;2001;PEDAGOGIA (LICENCIATURA);140;UNIVERSIDADE SEVERINO SOMBRA;3306206;VASSOURAS;RJ;15;15;"52,7";3;"52,7";"3,1";"52,7";"3,1";"3,058";4;
2014;2001;PEDAGOGIA (LICENCIATURA);143;UNIVERSIDADE DE UBERABA;3170107;UBERABA;MG;2449;2113;"49,7";"2,6";"45,5";"2,1";"46,6";"2,3";"2,204";3;
2014;2001;PEDAGOGIA (LICENCIATURA);144;FACULDADE DE CIÊNCIAS HUMANAS DE OLINDA;2609600;OLINDA;PE;19;19;"50,4";"2,7";48;"2,4";"48,6";"2,6";"2,49";3;
2014;2001;PEDAGOGIA (LICENCIATURA);146;CENTRO UNIVERSITÁRIO DE RIO PRETO;3549805;SAO JOSE DO RIO PRETO;SP;2;1;;;;;;;;SC;
2014;2001;PEDAGOGIA (LICENCIATURA);150;UNIVERSIDADE DE SOROCABA;3552205;SOROCABA;SP;115;105;"52,9";"3,1";"53,6";"3,2";"53,4";"3,2";"3,157";4;
2014;2001;PEDAGOGIA (LICENCIATURA);159;FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE CARUARU;2604106;CARUARU;PE;35;35;"52,2";"2,9";"53,5";"3,2";"53,2";"3,2";"3,123";4;
2014;2001;PEDAGOGIA (LICENCIATURA);160;FACULDADE FRASSINETTI DO RECIFE;2611606;RECIFE;PE;72;68;"48,6";"2,4";"50,6";"2,8";"50,1";"2,8";"2,687";3;
2014;2001;PEDAGOGIA (LICENCIATURA);161;CENTRO UNIVERSITÁRIO ASSUNÇÃO;3550308;SAO PAULO;SP;54;49;"53,1";"3,1";"51,6";"2,9";52;3;"2,963";4;
2014;2001;PEDAGOGIA (LICENCIATURA);163;UNIVERSIDADE ESTÁCIO DE SÁ;3300704;CABO FRIO;RJ;37;32;"52,9";3;"46,2";"2,2";"47,9";"2,5";"2,396";3;
2014;2001;PEDAGOGIA (LICENCIATURA);163;UNIVERSIDADE ESTÁCIO DE SÁ;3301009;CAMPOS DO GOYTACAZES;RJ;19;19;"53,2";"3,1";"47,5";"2,4";"48,9";"2,6";"2,545";3;
2014;2001;PEDAGOGIA (LICENCIATURA);163;UNIVERSIDADE ESTÁCIO DE SÁ;3303302;NITEROI;RJ;56;48;"51,6";"2,9";"46,5";"2,2";"47,8";"2,5";"2,379";3;
2014;2001;PEDAGOGIA (LICENCIATURA);163;UNIVERSIDADE ESTÁCIO DE SÁ;3303500;NOVA IGUACU;RJ;38;32;"50,5";"2,7";"49,5";"2,6";"49,8";"2,7";"2,645";3;
2014;2001;PEDAGOGIA (LICENCIATURA);163;UNIVERSIDADE ESTÁCIO DE SÁ;3303906;PETROPOLIS;RJ;19;17;"61,7";"4,4";"58,9";"3,9";"59,6";"4,1";"4,041";5;
2014;2001;PEDAGOGIA (LICENCIATURA);163;UNIVERSIDADE ESTÁCIO DE SÁ;3304144;QUEIMADOS;RJ;13;13;"56,8";"3,6";"50,1";"2,7";"51,8";3;"2,948";4;
2014;2001;PEDAGOGIA (LICENCIATURA);163;UNIVERSIDADE ESTÁCIO DE SÁ;3304557;RIO DE JANEIRO;RJ;432;392;"56,2";"3,6";"54,3";"3,3";"54,8";"3,4";"3,352";4;
2014;2001;PEDAGOGIA (LICENCIATURA);163;UNIVERSIDADE ESTÁCIO DE SÁ;3304904;SAO GONCALO;RJ;5;5;38;"0,8";"36,6";"0,9";"36,9";"0,9";"0,841";1;
2014;2001;PEDAGOGIA (LICENCIATURA);163;UNIVERSIDADE ESTÁCIO DE SÁ;3305109;SAO JOAO DE MERITI;RJ;20;17;"43,9";"1,7";"49,7";"2,7";"48,3";"2,5";"2,418";3;
2014;2001;PEDAGOGIA (LICENCIATURA);165;UNIVERSIDADE VEIGA DE ALMEIDA;3300704;CABO FRIO;RJ;32;26;"55,9";"3,5";"48,7";"2,5";"50,5";"2,8";"2,768";3;
2014;2001;PEDAGOGIA (LICENCIATURA);165;UNIVERSIDADE VEIGA DE ALMEIDA;3304557;RIO DE JANEIRO;RJ;79;65;"52,5";3;"46,8";"2,3";"48,2";"2,5";"2,444";3;
2014;2001;PEDAGOGIA (LICENCIATURA);166;"FAI - CENTRO DE ENSINO SUPERIOR EM GESTÃO, TECNOLOGIA E EDUCAÇÃO";3159605;SANTA RITA DO SAPUCAI;MG;22;21;"61,6";"4,4";"57,2";"3,7";"58,3";"3,9";"3,863";4;
2014;2001;PEDAGOGIA (LICENCIATURA);167;UNIVERSIDADE METODISTA DE SÃO PAULO;3548708;SAO BERNARDO DO CAMPO;SP;636;546;"50,3";"2,7";"44,6";2;"46,1";"2,2";"2,139";3;
2014;2001;PEDAGOGIA (LICENCIATURA);170;FACULDADES DA FUNDAÇÃO DE ENSINO DE MOCOCA;3530508;MOCOCA;SP;15;15;"53,4";"3,1";"47,7";"2,4";"49,2";"2,6";"2,574";3;
2014;2001;PEDAGOGIA (LICENCIATURA);176;UNIVERSIDADE CASTELO BRANCO;3304557;RIO DE JANEIRO;RJ;67;5;"47,4";"2,2";"61,6";"4,3";"58,1";"3,9";"3,772";4;
2014;2001;PEDAGOGIA (LICENCIATURA);192;FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS SOUZA MARQUES;3304557;RIO DE JANEIRO;RJ;13;12;"58,5";"3,9";"54,9";"3,4";"55,8";"3,6";"3,497";4;
2014;2001;PEDAGOGIA (LICENCIATURA);203;UNIVERSIDADE SÃO JUDAS TADEU;3550308;SAO PAULO;SP;10;10;"69,2";5;"64,8";"4,7";"65,9";5;"4,796";5;
2014;2001;PEDAGOGIA (LICENCIATURA);206;CENTRO UNIVERSITÁRIO ÍTALO-BRASILEIRO;3550308;SAO PAULO;SP;543;451;"47,7";"2,3";"44,2";"1,9";"45,1";"2,1";2;3;
2014;2001;PEDAGOGIA (LICENCIATURA);207;CENTRO UNIVERSITÁRIO MOURA LACERDA;3543402;RIBEIRAO PRETO;SP;41;40;50;"2,6";"51,9";3;"51,4";3;"2,87";3;
2014;2001;PEDAGOGIA (LICENCIATURA);208;UNIVERSIDADE DE RIBEIRÃO PRETO;3518701;GUARUJA;SP;20;18;"52,7";3;"45,5";"2,1";"47,3";"2,4";"2,319";3;
2014;2001;PEDAGOGIA (LICENCIATURA);208;UNIVERSIDADE DE RIBEIRÃO PRETO;3543402;RIBEIRAO PRETO;SP;33;33;"56,5";"3,6";"53,1";"3,1";54;"3,3";"3,249";4;
2014;2001;PEDAGOGIA (LICENCIATURA);216;CENTRO UNIVERSITÁRIO METODISTA IZABELA HENDRIX;3106200;BELO HORIZONTE;MG;47;30;"52,8";3;"50,3";"2,7";"50,9";"2,9";"2,811";3;
2014;2001;PEDAGOGIA (LICENCIATURA);219;FACULDADE DE EDUCAÇÃO CIÊNCIAS E ARTES DOM BOSCO DE MONTE APRAZÍVEL;3531407;MONTE APRAZIVEL;SP;78;70;"47,3";"2,2";"39,9";"1,3";"41,7";"1,6";"1,535";2;
2014;2001;PEDAGOGIA (LICENCIATURA);220;FACULDADE SÃO JUDAS TADEU;3304557;RIO DE JANEIRO;RJ;64;52;"45,8";2;"45,4";"2,1";"45,5";"2,1";"2,044";3;
2014;2001;PEDAGOGIA (LICENCIATURA);221;UNIVERSIDADE CRUZEIRO DO SUL;3550308;SAO PAULO;SP;408;353;"49,7";"2,6";"44,8";2;"46,1";"2,2";"2,136";3;
2014;2001;PEDAGOGIA (LICENCIATURA);222;CENTRO UNIVERSITÁRIO DE VOTUPORANGA;3557105;VOTUPORANGA;SP;52;51;"51,9";"2,9";"53,5";"3,2";"53,1";"3,2";"3,112";4;
2014;2001;PEDAGOGIA (LICENCIATURA);225;INSTITUTO DE ENSINO SUPERIOR SANTO ANDRÉ;3547809;SANTO ANDRE;SP;37;35;"57,3";"3,7";58;"3,8";"57,8";"3,9";"3,777";4;
2014;2001;PEDAGOGIA (LICENCIATURA);227;UNIVERSIDADE CATÓLICA DE SANTOS;3548500;SANTOS;SP;33;26;"53,8";"3,2";"52,9";"3,1";"53,1";"3,2";"3,119";4;
2014;2001;PEDAGOGIA (LICENCIATURA);231;FACULDADE DE SÃO BERNARDO DO CAMPO - FASB;3548708;SAO BERNARDO DO CAMPO;SP;137;133;"51,4";"2,8";"51,3";"2,9";"51,4";3;"2,866";3;
2014;2001;PEDAGOGIA (LICENCIATURA);234;FACULDADES OSWALDO CRUZ;3550308;SAO PAULO;SP;19;15;"54,9";"3,3";"54,4";"3,3";"54,5";"3,4";"3,317";4;
2014;2001;PEDAGOGIA (LICENCIATURA);242;CENTRO UNIVERSITÁRIO ANHANGUERA;3547809;SANTO ANDRE;SP;83;75;"50,2";"2,6";"44,6";2;46;"2,2";"2,132";3;
2014;2001;PEDAGOGIA (LICENCIATURA);244;CENTRO UNIVERSITÁRIO FIEO;3534401;OSASCO;SP;45;44;"54,9";"3,4";"51,4";"2,9";"52,3";"3,1";"3,011";4;
2014;2001;PEDAGOGIA (LICENCIATURA);254;CENTRO UNIVERSITÁRIO CAPITAL;3550308;SAO PAULO;SP;50;48;"47,9";"2,3";"43,7";"1,8";"44,8";2;"1,951";3;
2014;2001;PEDAGOGIA (LICENCIATURA);256;"FACULDADE DE FILOSOFIA, CIÊNCIAS E LETRAS DE PIRAJU";3538808;PIRAJU;SP;17;17;"52,6";3;"52,7";"3,1";"52,7";"3,1";"3,048";4;
2014;2001;PEDAGOGIA (LICENCIATURA);263;FACULDADES INTEGRADAS CAMPOS SALLES;3550308;SAO PAULO;SP;206;191;"50,9";"2,7";"50,5";"2,8";"50,6";"2,8";"2,762";3;
2014;2001;PEDAGOGIA (LICENCIATURA);265;FACULDADES INTEGRADAS DE OURINHOS;3534708;OURINHOS;SP;31;31;"50,8";"2,7";"51,9";3;"51,7";3;"2,905";3;
2014;2001;PEDAGOGIA (LICENCIATURA);266;UNIVERSIDADE METODISTA DE PIRACICABA;3538709;PIRACICABA;SP;45;42;"50,2";"2,6";"50,8";"2,8";"50,7";"2,9";"2,77";3;
2014;2001;PEDAGOGIA (LICENCIATURA);269;FACULDADE FACCAT;3555000;TUPA;SP;24;23;45;"1,8";"49,6";"2,6";"48,4";"2,5";"2,441";3;
2014;2001;PEDAGOGIA (LICENCIATURA);271;UNIVERSIDADE DO OESTE PAULISTA;3541406;PRESIDENTE PRUDENTE;SP;56;52;49;"2,5";"50,4";"2,8";"50,1";"2,8";"2,68";3;
2014;2001;PEDAGOGIA (LICENCIATURA);275;UNIVERSIDADE DO VALE DO PARAÍBA;3509700;CAMPOS DO JORDAO;SP;11;10;"57,7";"3,8";"54,9";"3,4";"55,7";"3,6";"3,477";4;
2014;2001;PEDAGOGIA (LICENCIATURA);275;UNIVERSIDADE DO VALE DO PARAÍBA;3549904;SAO JOSE DOS CAMPOS;SP;29;25;"52,2";"2,9";"57,6";"3,7";"56,3";"3,6";"3,54";4;
2014;2001;PEDAGOGIA (LICENCIATURA);277;CENTRO UNIVERSITÁRIO AUGUSTO MOTTA;3304557;RIO DE JANEIRO;RJ;128;98;"46,3";2;"46,3";"2,2";"46,3";"2,2";"2,158";3;
2014;2001;PEDAGOGIA (LICENCIATURA);278;FACULDADES INTEGRADAS SIMONSEN;3304557;RIO DE JANEIRO;RJ;250;215;"46,4";"2,1";44;"1,9";"44,6";2;"1,927";2;
2014;2001;PEDAGOGIA (LICENCIATURA);294;FACULDADE TRÊS DE MAIO;4321808;TRES DE MAIO;RS;8;8;60;"4,1";"67,6";5;"65,7";5;"4,781";5;
2014;2001;PEDAGOGIA (LICENCIATURA);295;UNIVERSIDADE DE SANTA CRUZ DO SUL;4316808;SANTA CRUZ DO SUL;RS;151;145;"50,1";"2,6";"53,5";"3,2";"52,7";"3,1";"3,042";4;
2014;2001;PEDAGOGIA (LICENCIATURA);296;UNIVERSIDADE DA REGIÃO DA CAMPANHA;4301602;BAGE;RS;25;24;"48,4";"2,4";"46,8";"2,3";"47,2";"2,4";"2,285";3;
2014;2001;PEDAGOGIA (LICENCIATURA);296;UNIVERSIDADE DA REGIÃO DA CAMPANHA;4306601;DOM PEDRITO;RS;4;4;"45,8";2;"40,5";"1,4";"41,9";"1,6";"1,545";2;
2014;2001;PEDAGOGIA (LICENCIATURA);298;UNIVERSIDADE NORTE DO PARANÁ;4101507;ARAPONGAS;PR;17;16;52;"2,9";"47,3";"2,3";"48,5";"2,6";"2,48";3;
2014;2001;PEDAGOGIA (LICENCIATURA);298;UNIVERSIDADE NORTE DO PARANÁ;4113700;LONDRINA;PR;10370;9739;"47,7";"2,3";"42,4";"1,7";"43,7";"1,9";"1,808";2;
2014;2001;PEDAGOGIA (LICENCIATURA);299;FACULDADE DE JANDAIA DO SUL;4112108;JANDAIA DO SUL;PR;41;41;"47,3";"2,2";"39,1";"1,2";"41,1";"1,5";"1,449";2;
2014;2001;PEDAGOGIA (LICENCIATURA);308;UNIVERSIDADE PRESIDENTE ANTÔNIO CARLOS;3105608;BARBACENA;MG;41;41;"48,2";"2,3";"51,7";"2,9";"50,9";"2,9";"2,789";3;
2014;2001;PEDAGOGIA (LICENCIATURA);316;UNIVERSIDADE NOVE DE JULHO;3550308;SAO PAULO;SP;1606;1325;"54,1";"3,2";"51,1";"2,9";"51,9";3;"2,95";4;
2014;2001;PEDAGOGIA (LICENCIATURA);319;UNIVERSIDADE CAMILO CASTELO BRANCO;3513702;DESCALVADO;SP;11;10;"44,9";"1,8";"35,3";"0,7";"37,8";1;"0,977";2;
2014;2001;PEDAGOGIA (LICENCIATURA);319;UNIVERSIDADE CAMILO CASTELO BRANCO;3550308;SAO PAULO;SP;251;212;"45,8";2;"42,9";"1,7";"43,6";"1,9";"1,783";2;
2014;2001;PEDAGOGIA (LICENCIATURA);322;UNIVERSIDADE PAULISTA;3503208;ARARAQUARA;SP;7;7;"52,9";3;"67,3";5;"63,7";"4,7";"4,512";5;
2014;2001;PEDAGOGIA (LICENCIATURA);322;UNIVERSIDADE PAULISTA;3504008;ASSIS;SP;11;11;"57,9";"3,8";"69,1";5;"66,3";5;"4,705";5;
2014;2001;PEDAGOGIA (LICENCIATURA);322;UNIVERSIDADE PAULISTA;3509502;CAMPINAS;SP;48;46;"57,2";"3,7";"61,2";"4,2";"60,2";"4,2";"4,1";5;
2014;2001;PEDAGOGIA (LICENCIATURA);322;UNIVERSIDADE PAULISTA;3543402;RIBEIRAO PRETO;SP;14;14;"54,6";"3,3";"67,5";5;"64,3";"4,8";"4,576";5;
2014;2001;PEDAGOGIA (LICENCIATURA);322;UNIVERSIDADE PAULISTA;3547304;SANTANA DE PARNAIBA;SP;20;20;"64,4";"4,8";"64,6";"4,7";"64,6";"4,8";"4,723";5;
2014;2001;PEDAGOGIA (LICENCIATURA);322;UNIVERSIDADE PAULISTA;3548500;SANTOS;SP;49;46;"61,2";"4,3";"56,7";"3,6";"57,9";"3,9";"3,796";4;
2014;2001;PEDAGOGIA (LICENCIATURA);322;UNIVERSIDADE PAULISTA;3549706;SAO JOSE DO RIO PARDO;SP;17;17;"58,8";4;"57,1";"3,7";"57,5";"3,8";"3,743";4;
2014;2001;PEDAGOGIA (LICENCIATURA);322;UNIVERSIDADE PAULISTA;3549805;SAO JOSE DO RIO PRETO;SP;8;8;"56,2";"3,5";"64,1";"4,6";"62,2";"4,5";"4,362";5;
2014;2001;PEDAGOGIA (LICENCIATURA);322;UNIVERSIDADE PAULISTA;3549904;SAO JOSE DOS CAMPOS;SP;29;27;"55,6";"3,5";"59,9";"4,1";"58,8";4;"3,903";4;
2014;2001;PEDAGOGIA (LICENCIATURA);322;UNIVERSIDADE PAULISTA;3550308;SAO PAULO;SP;3358;3103;"50,6";"2,7";"44,7";2;"46,2";"2,2";"2,158";3;
2014;2001;PEDAGOGIA (LICENCIATURA);322;UNIVERSIDADE PAULISTA;3552205;SOROCABA;SP;22;22;"56,4";"3,6";"62,2";"4,4";"60,8";"4,3";"4,179";5;
2014;2001;PEDAGOGIA (LICENCIATURA);322;UNIVERSIDADE PAULISTA;5300108;BRASILIA;DF;25;25;"57,2";"3,7";"61,3";"4,3";"60,3";"4,2";"4,117";5;
2014;2001;PEDAGOGIA (LICENCIATURA);330;UNIVERSIDADE IGUAÇU;3303500;NOVA IGUACU;RJ;26;26;50;"2,6";"45,4";"2,1";"46,6";"2,3";"2,204";3;
2014;2001;PEDAGOGIA (LICENCIATURA);338;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS;3106200;BELO HORIZONTE;MG;91;85;55;"3,4";"54,1";"3,3";"54,3";"3,4";"3,289";4;
2014;2001;PEDAGOGIA (LICENCIATURA);338;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS;3151800;POCOS DE CALDAS;MG;56;55;"54,9";"3,4";"53,8";"3,2";"54,1";"3,3";"3,254";4;
2014;2001;PEDAGOGIA (LICENCIATURA);343;CENTRO UNIVERSITÁRIO NEWTON PAIVA;3106200;BELO HORIZONTE;MG;80;73;"55,7";"3,5";"52,7";"3,1";"53,5";"3,2";"3,17";4;
2014;2001;PEDAGOGIA (LICENCIATURA);344;CENTRO UNIVERSITÁRIO UNA;3106200;BELO HORIZONTE;MG;51;42;"47,9";"2,3";"53,8";"3,2";"52,3";"3,1";"2,983";4;
2014;2001;PEDAGOGIA (LICENCIATURA);346;INSTITUTO SUPERIOR DE CIÊNCIAS APLICADAS - ISCA;3526902;LIMEIRA;SP;12;12;"47,7";"2,3";"44,4";"1,9";"45,3";"2,1";"2,019";3;
2014;2001;PEDAGOGIA (LICENCIATURA);349;CENTRO UNIVERSITÁRIO DE BELO HORIZONTE;3106200;BELO HORIZONTE;MG;83;82;"56,7";"3,6";"52,8";"3,1";"53,7";"3,3";"3,214";4;
2014;2001;PEDAGOGIA (LICENCIATURA);355;UNIVERSIDADE TUIUTI DO PARANÁ;4106902;CURITIBA;PR;32;29;"47,1";"2,2";"55,6";"3,5";"53,5";"3,3";"3,143";4;
